dnaA BU_ATCC8492_00001
transcript:BU_ATCC8492_02789 BU_ATCC8492_02789
contig_1_ncRNA19 contig_1_ncRNA19
transcript:BU_ATCC8492_02790 BU_ATCC8492_02790
transcript:BU_ATCC8492_02791 BU_ATCC8492_02791
transcript:BU_ATCC8492_02792 BU_ATCC8492_02792
transcript:BU_ATCC8492_02793 BU_ATCC8492_02793
btuB_8 BU_ATCC8492_02794
transcript:BU_ATCC8492_02795 BU_ATCC8492_02795
hmuU_2 BU_ATCC8492_02796
fpuD BU_ATCC8492_02797
transcript:BU_ATCC8492_02798 BU_ATCC8492_02798
transcript:BU_ATCC8492_02799 BU_ATCC8492_02799
transcript:BU_ATCC8492_02800 BU_ATCC8492_02800
transcript:BU_ATCC8492_02801 BU_ATCC8492_02801
transcript:BU_ATCC8492_02802 BU_ATCC8492_02802
contig_1_ncRNA25 contig_1_ncRNA25
transcript:BU_ATCC8492_02803 BU_ATCC8492_02803
transcript:BU_ATCC8492_02804 BU_ATCC8492_02804
transcript:BU_ATCC8492_02805 BU_ATCC8492_02805
transcript:BU_ATCC8492_02806 BU_ATCC8492_02806
transcript:BU_ATCC8492_02807 BU_ATCC8492_02807
transcript:BU_ATCC8492_02808 BU_ATCC8492_02808
transcript:BU_ATCC8492_02809 BU_ATCC8492_02809
transcript:BU_ATCC8492_02810 BU_ATCC8492_02810
transcript:BU_ATCC8492_02811 BU_ATCC8492_02811
transcript:BU_ATCC8492_02812 BU_ATCC8492_02812
transcript:BU_ATCC8492_02813 BU_ATCC8492_02813
transcript:BU_ATCC8492_02814 BU_ATCC8492_02814
transcript:BU_ATCC8492_02815 BU_ATCC8492_02815
transcript:BU_ATCC8492_02816 BU_ATCC8492_02816
xerC_12 BU_ATCC8492_02817
xerC_13 BU_ATCC8492_02818
transcript:BU_ATCC8492_02819 BU_ATCC8492_02819
transcript:BU_ATCC8492_02820 BU_ATCC8492_02820
fim1C_5 BU_ATCC8492_02821
fim1C_6 BU_ATCC8492_02822
transcript:BU_ATCC8492_02823 BU_ATCC8492_02823
transcript:BU_ATCC8492_02824 BU_ATCC8492_02824
transcript:BU_ATCC8492_02825 BU_ATCC8492_02825
yvqK_2 BU_ATCC8492_02826
pncB2 BU_ATCC8492_02827
transcript:BU_ATCC8492_02828 BU_ATCC8492_02828
transcript:BU_ATCC8492_02829 BU_ATCC8492_02829
emrA_2 BU_ATCC8492_02830
transcript:BU_ATCC8492_02831 BU_ATCC8492_02831
cobQ BU_ATCC8492_02832
cobD_1 BU_ATCC8492_02833
cobD BU_ATCC8492_02834
rcsC_34 BU_ATCC8492_02835
transcript:BU_ATCC8492_02836 BU_ATCC8492_02836
transcript:BU_ATCC8492_02837 BU_ATCC8492_02837
cobS BU_ATCC8492_02838
cobT BU_ATCC8492_02839
cobP BU_ATCC8492_02840
contig_1.tRNA30-GlyCCC contig_1.trna30
xerC_14 BU_ATCC8492_02842
transcript:BU_ATCC8492_02843 BU_ATCC8492_02843
transcript:BU_ATCC8492_02844 BU_ATCC8492_02844
transcript:BU_ATCC8492_02845 BU_ATCC8492_02845
transcript:BU_ATCC8492_02846 BU_ATCC8492_02846
nanM_2 BU_ATCC8492_02847
nanA BU_ATCC8492_02848
transcript:BU_ATCC8492_02849 BU_ATCC8492_02849
transcript:BU_ATCC8492_02850 BU_ATCC8492_02850
transcript:BU_ATCC8492_02851 BU_ATCC8492_02851
transcript:BU_ATCC8492_02852 BU_ATCC8492_02852
mro_5 BU_ATCC8492_02853
transcript:BU_ATCC8492_02854 BU_ATCC8492_02854
transcript:BU_ATCC8492_02855 BU_ATCC8492_02855
proS BU_ATCC8492_02856
transcript:BU_ATCC8492_02857 BU_ATCC8492_02857
transcript:BU_ATCC8492_02858 BU_ATCC8492_02858
transcript:BU_ATCC8492_02859 BU_ATCC8492_02859
transcript:BU_ATCC8492_02860 BU_ATCC8492_02860
transcript:BU_ATCC8492_02861 BU_ATCC8492_02861
transcript:BU_ATCC8492_02862 BU_ATCC8492_02862
transcript:BU_ATCC8492_02863 BU_ATCC8492_02863
transcript:BU_ATCC8492_02864 BU_ATCC8492_02864
transcript:BU_ATCC8492_02865 BU_ATCC8492_02865
transcript:BU_ATCC8492_02866 BU_ATCC8492_02866
rfaH_5 BU_ATCC8492_02867
transcript:BU_ATCC8492_02868 BU_ATCC8492_02868
transcript:BU_ATCC8492_02869 BU_ATCC8492_02869
menD BU_ATCC8492_02870
transcript:BU_ATCC8492_02871 BU_ATCC8492_02871
arnC_4 BU_ATCC8492_02872
transcript:BU_ATCC8492_02873 BU_ATCC8492_02873
dapH_4 BU_ATCC8492_02874
transcript:BU_ATCC8492_02875 BU_ATCC8492_02875
transcript:BU_ATCC8492_02876 BU_ATCC8492_02876
transcript:BU_ATCC8492_02877 BU_ATCC8492_02877
capD_2 BU_ATCC8492_02878
transcript:BU_ATCC8492_02879 BU_ATCC8492_02879
transcript:BU_ATCC8492_02880 BU_ATCC8492_02880
wbjC_2 BU_ATCC8492_02881
wbpI_3 BU_ATCC8492_02882
transcript:BU_ATCC8492_02883 BU_ATCC8492_02883
transcript:BU_ATCC8492_02884 BU_ATCC8492_02884
transcript:BU_ATCC8492_02885 BU_ATCC8492_02885
rfbB_3 BU_ATCC8492_02886
wecA_2 BU_ATCC8492_02887
transcript:BU_ATCC8492_02888 BU_ATCC8492_02888
dpp5 BU_ATCC8492_02889
mdtK_2 BU_ATCC8492_02890
yidC BU_ATCC8492_02891
pyrG BU_ATCC8492_02892
transcript:BU_ATCC8492_02893 BU_ATCC8492_02893
transcript:BU_ATCC8492_02894 BU_ATCC8492_02894
transcript:BU_ATCC8492_02895 BU_ATCC8492_02895
rnfB BU_ATCC8492_02896
rnfC BU_ATCC8492_02897
rnfD BU_ATCC8492_02898
rnfG BU_ATCC8492_02899
rnfE BU_ATCC8492_02900
rnfA BU_ATCC8492_02901
lnpD BU_ATCC8492_02902
contig_1_ncRNA15 contig_1_ncRNA15
atpD BU_ATCC8492_02903
atpC BU_ATCC8492_02904
transcript:BU_ATCC8492_02905 BU_ATCC8492_02905
atpB BU_ATCC8492_02906
atpH_1 BU_ATCC8492_02907
atpF BU_ATCC8492_02908
atpH_2 BU_ATCC8492_02909
atpA BU_ATCC8492_02910
atpG BU_ATCC8492_02911
recD BU_ATCC8492_02912
rmlD BU_ATCC8492_02913
transcript:BU_ATCC8492_02914 BU_ATCC8492_02914
transcript:BU_ATCC8492_02915 BU_ATCC8492_02915
mprA_2 BU_ATCC8492_02916
sasA_8 BU_ATCC8492_02917
transcript:BU_ATCC8492_02918 BU_ATCC8492_02918
fhs BU_ATCC8492_02919
glyA BU_ATCC8492_02920
transcript:BU_ATCC8492_02921 BU_ATCC8492_02921
flr BU_ATCC8492_02922
pyrI BU_ATCC8492_02923
pyrB BU_ATCC8492_02924
transcript:BU_ATCC8492_02925 BU_ATCC8492_02925
mrcA BU_ATCC8492_02926
transcript:BU_ATCC8492_02927 BU_ATCC8492_02927
kpsU BU_ATCC8492_02928
transcript:BU_ATCC8492_02929 BU_ATCC8492_02929
transcript:BU_ATCC8492_02930 BU_ATCC8492_02930
prs BU_ATCC8492_02931
sasA_9 BU_ATCC8492_02932
transcript:BU_ATCC8492_02933 BU_ATCC8492_02933
abgT BU_ATCC8492_02934
rpiA BU_ATCC8492_02935
contig_1.tRNA31-ArgTCT contig_1.trna31
xerC_15 BU_ATCC8492_02937
transcript:BU_ATCC8492_02938 BU_ATCC8492_02938
transcript:BU_ATCC8492_02939 BU_ATCC8492_02939
transcript:BU_ATCC8492_02940 BU_ATCC8492_02940
transcript:BU_ATCC8492_02941 BU_ATCC8492_02941
transcript:BU_ATCC8492_02942 BU_ATCC8492_02942
transcript:BU_ATCC8492_02943 BU_ATCC8492_02943
transcript:BU_ATCC8492_02944 BU_ATCC8492_02944
transcript:BU_ATCC8492_02945 BU_ATCC8492_02945
transcript:BU_ATCC8492_02946 BU_ATCC8492_02946
transcript:BU_ATCC8492_02947 BU_ATCC8492_02947
transcript:BU_ATCC8492_02948 BU_ATCC8492_02948
transcript:BU_ATCC8492_02949 BU_ATCC8492_02949
transcript:BU_ATCC8492_02950 BU_ATCC8492_02950
transcript:BU_ATCC8492_02951 BU_ATCC8492_02951
transcript:BU_ATCC8492_02952 BU_ATCC8492_02952
transcript:BU_ATCC8492_02953 BU_ATCC8492_02953
transcript:BU_ATCC8492_02954 BU_ATCC8492_02954
transcript:BU_ATCC8492_02955 BU_ATCC8492_02955
transcript:BU_ATCC8492_02956 BU_ATCC8492_02956
transcript:BU_ATCC8492_02957 BU_ATCC8492_02957
transcript:BU_ATCC8492_02958 BU_ATCC8492_02958
transcript:BU_ATCC8492_02959 BU_ATCC8492_02959
transcript:BU_ATCC8492_02960 BU_ATCC8492_02960
transcript:BU_ATCC8492_02961 BU_ATCC8492_02961
transcript:BU_ATCC8492_02962 BU_ATCC8492_02962
transcript:BU_ATCC8492_02963 BU_ATCC8492_02963
transcript:BU_ATCC8492_02964 BU_ATCC8492_02964
transcript:BU_ATCC8492_02965 BU_ATCC8492_02965
transcript:BU_ATCC8492_02966 BU_ATCC8492_02966
transcript:BU_ATCC8492_02967 BU_ATCC8492_02967
transcript:BU_ATCC8492_02968 BU_ATCC8492_02968
transcript:BU_ATCC8492_02969 BU_ATCC8492_02969
transcript:BU_ATCC8492_02970 BU_ATCC8492_02970
transcript:BU_ATCC8492_02971 BU_ATCC8492_02971
transcript:BU_ATCC8492_02972 BU_ATCC8492_02972
transcript:BU_ATCC8492_02973 BU_ATCC8492_02973
transcript:BU_ATCC8492_02974 BU_ATCC8492_02974
transcript:BU_ATCC8492_02975 BU_ATCC8492_02975
transcript:BU_ATCC8492_02976 BU_ATCC8492_02976
clpP_2 BU_ATCC8492_02977
transcript:BU_ATCC8492_02978 BU_ATCC8492_02978
transcript:BU_ATCC8492_02979 BU_ATCC8492_02979
transcript:BU_ATCC8492_02980 BU_ATCC8492_02980
transcript:BU_ATCC8492_02981 BU_ATCC8492_02981
dnaG_4 BU_ATCC8492_02982
transcript:BU_ATCC8492_02983 BU_ATCC8492_02983
transcript:BU_ATCC8492_02984 BU_ATCC8492_02984
transcript:BU_ATCC8492_02985 BU_ATCC8492_02985
transcript:BU_ATCC8492_02986 BU_ATCC8492_02986
transcript:BU_ATCC8492_02987 BU_ATCC8492_02987
transcript:BU_ATCC8492_02988 BU_ATCC8492_02988
transcript:BU_ATCC8492_02989 BU_ATCC8492_02989
transcript:BU_ATCC8492_02990 BU_ATCC8492_02990
transcript:BU_ATCC8492_02991 BU_ATCC8492_02991
transcript:BU_ATCC8492_02992 BU_ATCC8492_02992
transcript:BU_ATCC8492_02993 BU_ATCC8492_02993
transcript:BU_ATCC8492_02994 BU_ATCC8492_02994
transcript:BU_ATCC8492_02995 BU_ATCC8492_02995
transcript:BU_ATCC8492_02996 BU_ATCC8492_02996
transcript:BU_ATCC8492_02997 BU_ATCC8492_02997
transcript:BU_ATCC8492_02998 BU_ATCC8492_02998
transcript:BU_ATCC8492_02999 BU_ATCC8492_02999
transcript:BU_ATCC8492_03000 BU_ATCC8492_03000
transcript:BU_ATCC8492_03001 BU_ATCC8492_03001
transcript:BU_ATCC8492_03002 BU_ATCC8492_03002
transcript:BU_ATCC8492_03003 BU_ATCC8492_03003
transcript:BU_ATCC8492_03004 BU_ATCC8492_03004
transcript:BU_ATCC8492_03005 BU_ATCC8492_03005
transcript:BU_ATCC8492_03006 BU_ATCC8492_03006
transcript:BU_ATCC8492_03007 BU_ATCC8492_03007
transcript:BU_ATCC8492_03008 BU_ATCC8492_03008
transcript:BU_ATCC8492_03009 BU_ATCC8492_03009
transcript:BU_ATCC8492_03010 BU_ATCC8492_03010
transcript:BU_ATCC8492_03011 BU_ATCC8492_03011
transcript:BU_ATCC8492_03012 BU_ATCC8492_03012
transcript:BU_ATCC8492_03013 BU_ATCC8492_03013
transcript:BU_ATCC8492_03014 BU_ATCC8492_03014
transcript:BU_ATCC8492_03015 BU_ATCC8492_03015
transcript:BU_ATCC8492_03016 BU_ATCC8492_03016
glgB_2 BU_ATCC8492_03017
tabA BU_ATCC8492_03018
transcript:BU_ATCC8492_03019 BU_ATCC8492_03019
contig_1_ncRNA13 contig_1_ncRNA13
transcript:BU_ATCC8492_03020 BU_ATCC8492_03020
glgE_2 BU_ATCC8492_03021
transcript:BU_ATCC8492_03022 BU_ATCC8492_03022
transcript:BU_ATCC8492_03023 BU_ATCC8492_03023
transcript:BU_ATCC8492_03024 BU_ATCC8492_03024
transcript:BU_ATCC8492_03025 BU_ATCC8492_03025
transcript:BU_ATCC8492_03026 BU_ATCC8492_03026
transcript:BU_ATCC8492_03027 BU_ATCC8492_03027
transcript:BU_ATCC8492_03028 BU_ATCC8492_03028
transcript:BU_ATCC8492_03029 BU_ATCC8492_03029
rsxB_4 BU_ATCC8492_03030
transcript:BU_ATCC8492_03031 BU_ATCC8492_03031
thiD BU_ATCC8492_03032
thiE_2 BU_ATCC8492_03033
ttuC BU_ATCC8492_03034
thiH BU_ATCC8492_03035
thiC BU_ATCC8492_03036
thiG BU_ATCC8492_03037
thiE BU_ATCC8492_03038
transcript:BU_ATCC8492_03039 BU_ATCC8492_03039
transcript:BU_ATCC8492_03040 BU_ATCC8492_03040
fabD BU_ATCC8492_03041
transcript:BU_ATCC8492_03042 BU_ATCC8492_03042
xylB_2 BU_ATCC8492_03043
xylA BU_ATCC8492_03044
xylE_2 BU_ATCC8492_03045
transcript:BU_ATCC8492_03046 BU_ATCC8492_03046
transcript:BU_ATCC8492_03047 BU_ATCC8492_03047
transcript:BU_ATCC8492_03048 BU_ATCC8492_03048
dpnA BU_ATCC8492_03049
transcript:BU_ATCC8492_03050 BU_ATCC8492_03050
dpnB BU_ATCC8492_03051
dpnM BU_ATCC8492_03052
transcript:BU_ATCC8492_03053 BU_ATCC8492_03053
ileS BU_ATCC8492_03054
dksA BU_ATCC8492_03055
lspA BU_ATCC8492_03056
transcript:BU_ATCC8492_03057 BU_ATCC8492_03057
transcript:BU_ATCC8492_03058 BU_ATCC8492_03058
rlmB_1 BU_ATCC8492_03059
bamA_3 BU_ATCC8492_03060
transcript:BU_ATCC8492_03061 BU_ATCC8492_03061
transcript:BU_ATCC8492_03062 BU_ATCC8492_03062
transcript:BU_ATCC8492_03063 BU_ATCC8492_03063
transcript:BU_ATCC8492_03064 BU_ATCC8492_03064
transcript:BU_ATCC8492_03065 BU_ATCC8492_03065
transcript:BU_ATCC8492_03066 BU_ATCC8492_03066
transcript:BU_ATCC8492_03067 BU_ATCC8492_03067
napF_1 BU_ATCC8492_03068
transcript:BU_ATCC8492_03069 BU_ATCC8492_03069
transcript:BU_ATCC8492_03070 BU_ATCC8492_03070
ywrO BU_ATCC8492_03071
contig_1.tRNA45-LysCTT contig_1.trna45
yycJ BU_ATCC8492_03073
mdtH BU_ATCC8492_03074
transcript:BU_ATCC8492_03075 BU_ATCC8492_03075
uxaC BU_ATCC8492_03076
purR_1 BU_ATCC8492_03077
uxaB BU_ATCC8492_03078
transcript:BU_ATCC8492_03079 BU_ATCC8492_03079
transcript:BU_ATCC8492_03080 BU_ATCC8492_03080
transcript:BU_ATCC8492_03081 BU_ATCC8492_03081
rfbC BU_ATCC8492_03082
tuaD BU_ATCC8492_03083
transcript:BU_ATCC8492_03084 BU_ATCC8492_03084
cshA BU_ATCC8492_03085
serB2 BU_ATCC8492_03086
transcript:BU_ATCC8492_03087 BU_ATCC8492_03087
resA_5 BU_ATCC8492_03088
transcript:BU_ATCC8492_03089 BU_ATCC8492_03089
tgt BU_ATCC8492_03090
lon BU_ATCC8492_03091
yfiC BU_ATCC8492_03092
contig_1.tRNA32-ProTGG contig_1.trna32
transcript:BU_ATCC8492_03094 BU_ATCC8492_03094
transcript:BU_ATCC8492_03095 BU_ATCC8492_03095
transcript:BU_ATCC8492_03096 BU_ATCC8492_03096
transcript:BU_ATCC8492_03097 BU_ATCC8492_03097
transcript:BU_ATCC8492_03098 BU_ATCC8492_03098
loiP BU_ATCC8492_03099
bioF_1 BU_ATCC8492_03100
dagK_2 BU_ATCC8492_03101
aspS BU_ATCC8492_03102
transcript:BU_ATCC8492_03103 BU_ATCC8492_03103
transcript:BU_ATCC8492_03104 BU_ATCC8492_03104
aguA BU_ATCC8492_03105
transcript:BU_ATCC8492_03106 BU_ATCC8492_03106
fetA BU_ATCC8492_03107
fetB BU_ATCC8492_03108
transcript:BU_ATCC8492_03109 BU_ATCC8492_03109
transcript:BU_ATCC8492_03110 BU_ATCC8492_03110
transcript:BU_ATCC8492_03111 BU_ATCC8492_03111
transcript:BU_ATCC8492_03112 BU_ATCC8492_03112
transcript:BU_ATCC8492_03113 BU_ATCC8492_03113
transcript:BU_ATCC8492_03114 BU_ATCC8492_03114
oprM_5 BU_ATCC8492_03115
srpA BU_ATCC8492_03116
bepE_7 BU_ATCC8492_03117
per1 BU_ATCC8492_03118
transcript:BU_ATCC8492_03119 BU_ATCC8492_03119
amn BU_ATCC8492_03120
yqeN BU_ATCC8492_03121
transcript:BU_ATCC8492_03122 BU_ATCC8492_03122
transcript:BU_ATCC8492_03123 BU_ATCC8492_03123
pyrK_2 BU_ATCC8492_03124
pyrD BU_ATCC8492_03125
trmD BU_ATCC8492_03126
ligA BU_ATCC8492_03127
dapA BU_ATCC8492_03128
contig_1.tRNA44-ArgACG contig_1.trna44
contig_1.tRNA43-ArgACG contig_1.trna43
transcript:BU_ATCC8492_03131 BU_ATCC8492_03131
htpG BU_ATCC8492_03132
clpC BU_ATCC8492_03133
gyrA BU_ATCC8492_03134
ycf3_1 BU_ATCC8492_03135
transcript:BU_ATCC8492_03136 BU_ATCC8492_03136
transcript:BU_ATCC8492_03137 BU_ATCC8492_03137
transcript:BU_ATCC8492_03138 BU_ATCC8492_03138
transcript:BU_ATCC8492_03139 BU_ATCC8492_03139
ycf3_2 BU_ATCC8492_03140
transcript:BU_ATCC8492_03141 BU_ATCC8492_03141
transcript:BU_ATCC8492_03142 BU_ATCC8492_03142
transcript:BU_ATCC8492_03143 BU_ATCC8492_03143
transcript:BU_ATCC8492_03144 BU_ATCC8492_03144
transcript:BU_ATCC8492_03145 BU_ATCC8492_03145
ihfA BU_ATCC8492_03146
transcript:BU_ATCC8492_03147 BU_ATCC8492_03147
rimO BU_ATCC8492_03148
ftsY BU_ATCC8492_03149
transcript:BU_ATCC8492_03150 BU_ATCC8492_03150
rpmG2 BU_ATCC8492_03151
rpmB BU_ATCC8492_03152
pncC BU_ATCC8492_03153
tsaD BU_ATCC8492_03154
transcript:BU_ATCC8492_03155 BU_ATCC8492_03155
transcript:BU_ATCC8492_03156 BU_ATCC8492_03156
ispE BU_ATCC8492_03157
transcript:BU_ATCC8492_03158 BU_ATCC8492_03158
purT BU_ATCC8492_03159
transcript:BU_ATCC8492_03160 BU_ATCC8492_03160
relA BU_ATCC8492_03161
dgkA BU_ATCC8492_03162
transcript:BU_ATCC8492_03163 BU_ATCC8492_03163
panB BU_ATCC8492_03164
pgmB BU_ATCC8492_03165
mepA_5 BU_ATCC8492_03166
transcript:BU_ATCC8492_03167 BU_ATCC8492_03167
transcript:BU_ATCC8492_03168 BU_ATCC8492_03168
yknY_3 BU_ATCC8492_03169
transcript:BU_ATCC8492_03170 BU_ATCC8492_03170
cpdA_6 BU_ATCC8492_03171
transcript:BU_ATCC8492_03172 BU_ATCC8492_03172
zraR_4 BU_ATCC8492_03173
sasA_10 BU_ATCC8492_03174
nhaP2 BU_ATCC8492_03175
fadD3_2 BU_ATCC8492_03176
susB_2 BU_ATCC8492_03177
transcript:BU_ATCC8492_03178 BU_ATCC8492_03178
transcript:BU_ATCC8492_03179 BU_ATCC8492_03179
transcript:BU_ATCC8492_03180 BU_ATCC8492_03180
transcript:BU_ATCC8492_03181 BU_ATCC8492_03181
transcript:BU_ATCC8492_03182 BU_ATCC8492_03182
transcript:BU_ATCC8492_03183 BU_ATCC8492_03183
transcript:BU_ATCC8492_03184 BU_ATCC8492_03184
transcript:BU_ATCC8492_03185 BU_ATCC8492_03185
transcript:BU_ATCC8492_03186 BU_ATCC8492_03186
transcript:BU_ATCC8492_03187 BU_ATCC8492_03187
transcript:BU_ATCC8492_03188 BU_ATCC8492_03188
transcript:BU_ATCC8492_03189 BU_ATCC8492_03189
ybhR BU_ATCC8492_03190
ybhS BU_ATCC8492_03191
rbbA BU_ATCC8492_03192
transcript:BU_ATCC8492_03193 BU_ATCC8492_03193
transcript:BU_ATCC8492_03194 BU_ATCC8492_03194
rhaR_7 BU_ATCC8492_03195
ogt BU_ATCC8492_03196
carB_2 BU_ATCC8492_03197
carA BU_ATCC8492_03198
purF_2 BU_ATCC8492_03199
glmS BU_ATCC8492_03200
gltB BU_ATCC8492_03201
gltD BU_ATCC8492_03202
asnB BU_ATCC8492_03203
transcript:BU_ATCC8492_03204 BU_ATCC8492_03204
transcript:BU_ATCC8492_03205 BU_ATCC8492_03205
transcript:BU_ATCC8492_03206 BU_ATCC8492_03206
transcript:BU_ATCC8492_03207 BU_ATCC8492_03207
transcript:BU_ATCC8492_03208 BU_ATCC8492_03208
epsN_2 BU_ATCC8492_03209
epsL BU_ATCC8492_03210
wbbD_2 BU_ATCC8492_03211
transcript:BU_ATCC8492_03212 BU_ATCC8492_03212
bcs1_2 BU_ATCC8492_03213
arnC_5 BU_ATCC8492_03214
transcript:BU_ATCC8492_03215 BU_ATCC8492_03215
pglJ BU_ATCC8492_03216
arnC_6 BU_ATCC8492_03217
dapH_5 BU_ATCC8492_03218
rfbX_2 BU_ATCC8492_03219
transcript:BU_ATCC8492_03220 BU_ATCC8492_03220
transcript:BU_ATCC8492_03221 BU_ATCC8492_03221
transcript:BU_ATCC8492_03222 BU_ATCC8492_03222
transcript:BU_ATCC8492_03223 BU_ATCC8492_03223
rfaH_6 BU_ATCC8492_03224
transcript:BU_ATCC8492_03225 BU_ATCC8492_03225
transcript:BU_ATCC8492_03226 BU_ATCC8492_03226
transcript:BU_ATCC8492_03227 BU_ATCC8492_03227
transcript:BU_ATCC8492_03228 BU_ATCC8492_03228
transcript:BU_ATCC8492_03229 BU_ATCC8492_03229
transcript:BU_ATCC8492_03230 BU_ATCC8492_03230
transcript:BU_ATCC8492_03231 BU_ATCC8492_03231
transcript:BU_ATCC8492_03232 BU_ATCC8492_03232
transcript:BU_ATCC8492_03233 BU_ATCC8492_03233
transcript:BU_ATCC8492_03234 BU_ATCC8492_03234
dapF BU_ATCC8492_03235
dapL_3 BU_ATCC8492_03236
transcript:BU_ATCC8492_03237 BU_ATCC8492_03237
glnB BU_ATCC8492_03238
amtB BU_ATCC8492_03239
glnA_1 BU_ATCC8492_03240
ptp BU_ATCC8492_03241
transcript:BU_ATCC8492_03242 BU_ATCC8492_03242
transcript:BU_ATCC8492_03243 BU_ATCC8492_03243
contig_1_ncRNA18 contig_1_ncRNA18
trpB_1 BU_ATCC8492_03244
trpE BU_ATCC8492_03245
pabA BU_ATCC8492_03246
trpD2 BU_ATCC8492_03247
trpC BU_ATCC8492_03248
trpF BU_ATCC8492_03249
trpA BU_ATCC8492_03250
ansA_2 BU_ATCC8492_03251
transcript:BU_ATCC8492_03252 BU_ATCC8492_03252
phoB_2 BU_ATCC8492_03253
transcript:BU_ATCC8492_03254 BU_ATCC8492_03254
transcript:BU_ATCC8492_03255 BU_ATCC8492_03255
transcript:BU_ATCC8492_03256 BU_ATCC8492_03256
transcript:BU_ATCC8492_03257 BU_ATCC8492_03257
transcript:BU_ATCC8492_03258 BU_ATCC8492_03258
mshA_6 BU_ATCC8492_03259
transcript:BU_ATCC8492_03260 BU_ATCC8492_03260
transcript:BU_ATCC8492_03261 BU_ATCC8492_03261
transcript:BU_ATCC8492_03262 BU_ATCC8492_03262
transcript:BU_ATCC8492_03263 BU_ATCC8492_03263
transcript:BU_ATCC8492_03264 BU_ATCC8492_03264
transcript:BU_ATCC8492_03265 BU_ATCC8492_03265
transcript:BU_ATCC8492_03266 BU_ATCC8492_03266
transcript:BU_ATCC8492_03267 BU_ATCC8492_03267
transcript:BU_ATCC8492_03268 BU_ATCC8492_03268
transcript:BU_ATCC8492_03269 BU_ATCC8492_03269
transcript:BU_ATCC8492_03270 BU_ATCC8492_03270
epsJ BU_ATCC8492_03271
transcript:BU_ATCC8492_03272 BU_ATCC8492_03272
transcript:BU_ATCC8492_03273 BU_ATCC8492_03273
mshA_7 BU_ATCC8492_03274
arnC_7 BU_ATCC8492_03275
transcript:BU_ATCC8492_03276 BU_ATCC8492_03276
transcript:BU_ATCC8492_03277 BU_ATCC8492_03277
transcript:BU_ATCC8492_03278 BU_ATCC8492_03278
kdgA BU_ATCC8492_03279
transcript:BU_ATCC8492_03280 BU_ATCC8492_03280
iolC BU_ATCC8492_03281
purR_2 BU_ATCC8492_03282
uxaA BU_ATCC8492_03283
mleN BU_ATCC8492_03284
transcript:BU_ATCC8492_03285 BU_ATCC8492_03285
resA_6 BU_ATCC8492_03286
transcript:BU_ATCC8492_03287 BU_ATCC8492_03287
nrdD BU_ATCC8492_03288
cutD BU_ATCC8492_03289
transcript:BU_ATCC8492_03290 BU_ATCC8492_03290
transcript:BU_ATCC8492_03291 BU_ATCC8492_03291
gpmA_2 BU_ATCC8492_03292
transcript:BU_ATCC8492_03293 BU_ATCC8492_03293
transcript:BU_ATCC8492_03294 BU_ATCC8492_03294
glgP_2 BU_ATCC8492_03295
transcript:BU_ATCC8492_03296 BU_ATCC8492_03296
transcript:BU_ATCC8492_03297 BU_ATCC8492_03297
ntpK BU_ATCC8492_03298
transcript:BU_ATCC8492_03299 BU_ATCC8492_03299
atpD_2 BU_ATCC8492_03300
ntpB BU_ATCC8492_03301
atpA_2 BU_ATCC8492_03302
transcript:BU_ATCC8492_03303 BU_ATCC8492_03303
atpE BU_ATCC8492_03304
transcript:BU_ATCC8492_03305 BU_ATCC8492_03305
contig_1_ncRNA1 contig_1_ncRNA1
contig_1.tRNA42-AlaTGC contig_1.trna42
contig_1.tRNA41-IleGAT contig_1.trna41
contig_1_ncRNA5 contig_1_ncRNA5
transcript:BU_ATCC8492_03311 BU_ATCC8492_03311
transcript:BU_ATCC8492_03312 BU_ATCC8492_03312
transcript:BU_ATCC8492_03313 BU_ATCC8492_03313
transcript:BU_ATCC8492_03314 BU_ATCC8492_03314
dnaC BU_ATCC8492_03315
transcript:BU_ATCC8492_03316 BU_ATCC8492_03316
transcript:BU_ATCC8492_03317 BU_ATCC8492_03317
transcript:BU_ATCC8492_03318 BU_ATCC8492_03318
transcript:BU_ATCC8492_03319 BU_ATCC8492_03319
transcript:BU_ATCC8492_03320 BU_ATCC8492_03320
transcript:BU_ATCC8492_03321 BU_ATCC8492_03321
bioA BU_ATCC8492_03322
bioF_2 BU_ATCC8492_03323
transcript:BU_ATCC8492_03324 BU_ATCC8492_03324
tam BU_ATCC8492_03325
bioD1 BU_ATCC8492_03326
transcript:BU_ATCC8492_03327 BU_ATCC8492_03327
lolE_2 BU_ATCC8492_03328
aspC BU_ATCC8492_03329
transcript:BU_ATCC8492_03330 BU_ATCC8492_03330
rcsC_35 BU_ATCC8492_03331
transcript:BU_ATCC8492_03332 BU_ATCC8492_03332
transcript:BU_ATCC8492_03333 BU_ATCC8492_03333
transcript:BU_ATCC8492_03334 BU_ATCC8492_03334
transcript:BU_ATCC8492_03335 BU_ATCC8492_03335
transcript:BU_ATCC8492_03336 BU_ATCC8492_03336
transcript:BU_ATCC8492_03337 BU_ATCC8492_03337
macB_4 BU_ATCC8492_03338
yknY_4 BU_ATCC8492_03339
transcript:BU_ATCC8492_03340 BU_ATCC8492_03340
transcript:BU_ATCC8492_03341 BU_ATCC8492_03341
transcript:BU_ATCC8492_03342 BU_ATCC8492_03342
